Ionic Liquid,Cation,Anion,Viscosity (Pa.s),Viscosity (mPa.s),ln_visc,Cation-SMILES,Anion-SMILES,IL_SMILES,Temp (K),Pressure (kPa),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I
1-methyl-3-octylimidazolium bis(trifluoromethylsulfonyl)imide,1-methyl-3-octylimidazolium,bis(trifluoromethylsulfonyl)imide,0.091,91,4.510859507,CCCCCCCCN1C=C[N+](=C1)C,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,298.1,101.325,C14H23F6N3O4S2,14,23,3,4,2,0,6,0,0,0
1-(2-methoxyethyl)-3-methylimidazolium L-alaninate,1-(2-methoxyethyl)-3-methylimidazolium,L-alaninate,0.03,30,3.401197382,C[N+]1=CN(CCOC)C=C1,C[C@@H](C(=O)[O-])N,C[N+]1=CN(CCOC)C=C1.C[C@@H](C(=O)[O-])N,333,101.325,C10H19N3O3,10,19,3,3,0,0,0,0,0,0
1-(2-methoxyethyl)-3-methylimidazolium L-phenylalaninate,1-(2-methoxyethyl)-3-methylimidazolium,L-phenylalaninate,0.57,570,6.345636361,C[N+]1=CN(CCOC)C=C1,N[C@@H](CC1=CC=CC=C1)C([O-])=O,C[N+]1=CN(CCOC)C=C1.N[C@@H](CC1=CC=CC=C1)C([O-])=O,333,101.325,C16H23N3O3,16,23,3,3,0,0,0,0,0,0
1-(2-methoxyethyl)-3-methylimidazolium 3-(2-naphthyl)-L-alaninate,1-(2-methoxyethyl)-3-methylimidazolium,3-(2-naphthyl)-L-alaninate,0.66,660,6.492239835,C[N+]1=CN(CCOC)C=C1,N[C@@H](CC1=CC2=CC=CC=C2C=C1)C([O-])=O,C[N+]1=CN(CCOC)C=C1.N[C@@H](CC1=CC2=CC=CC=C2C=C1)C([O-])=O,333,101.325,C20H25N3O3,20,25,3,3,0,0,0,0,0,0
"1,3-dimethylimidazolium dimethyl phosphate","1,3-dimethylimidazolium",dimethyl phosphate,0.0938,93.8,4.541164856,C[N+]1=CN(C)C=C1,COP(=O)(OC)[O-],C[N+]1=CN(C)C=C1.COP(=O)(OC)[O-],313.15,101.325,C7H15N2O4P,7,15,2,4,0,1,0,0,0,0
"1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium bis((trifluoromethyl)sulfonyl)imide","1-methyl-3-(3,3,4,4,4-pentafluorobutyl)-1H-imidazolium",bis((trifluoromethyl)sulfonyl)imide,0.399,399,5.988961417,FC(F)(F)C(F)(F)CC[N+]1=CN(C)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,FC(F)(F)C(F)(F)CC[N+]1=CN(C)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,296.1,101.325,C10H10F11N3O4S2,10,10,3,4,2,0,11,0,0,0
"1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamid","1-methyl-3-(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-1H-imidazolium ","1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamid",0.732,732,6.595780514,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CN(C)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+]1=CN(C)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,296.1,101.325,C12H10F15N3O4S2,12,10,3,4,2,0,15,0,0,0
1-ethyl-3-hexylimidazolium tetrafluoroborate,1-ethyl-3-hexylimidazolium,tetrafluoroborate,0.191,191,5.252273428,CCCCCC[N+]1=CN(CC)C=C1,[B-](F)(F)(F)F,CCCCCC[N+]1=CN(CC)C=C1.[B-](F)(F)(F)F,298.15,101.325,C11H21BF4N2,11,21,2,0,0,0,4,0,0,0
1-butyl-3-ethylimidazolium tetrafluoroborate,1-butyl-3-ethylimidazolium,tetrafluoroborate,0.107,107,4.672828834,CCCCN1C=C[N+](=C1)CC,[B-](F)(F)(F)F,CCCCN1C=C[N+](=C1)CC.[B-](F)(F)(F)F,298.15,101.325,C9H17BF4N2,9,17,2,0,0,0,4,0,0,0
1-decyl-3-methylimidazolium tetrafluoroborate,1-decyl-3-methylimidazolium,tetrafluoroborate,0.522,522,6.257667588,CCCCCCCCCCN1C=C[N+](=C1)C,[B-](F)(F)(F)F,CCCCCCCCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,298.15,101.325,C14H27BF4N2,14,27,2,0,0,0,4,0,0,0
1-ethyl-3-octylimidazolium tetrafluoroborate,1-ethyl-3-octylimidazolium,tetrafluoroborate,0.311,311,5.739792912,CCCCCCCC[N+]1=CN(CC)C=C1,[B-](F)(F)(F)F,CCCCCCCC[N+]1=CN(CC)C=C1.[B-](F)(F)(F)F,298.15,101.325,C13H25BF4N2,13,25,2,0,0,0,4,0,0,0
1-decyl-3-ethylimidazolium tetrafluoroborate,1-decyl-3-ethylimidazolium,tetrafluoroborate,0.373,373,5.92157842,CC[N+]1=CN(CCCCCCCCCC)C=C1,[B-](F)(F)(F)F,CC[N+]1=CN(CCCCCCCCCC)C=C1.[B-](F)(F)(F)F,298.15,101.325,C15H29BF4N2,15,29,2,0,0,0,4,0,0,0
"1,3-dibutylimidazolium tetrafluoroborate","1,3-dibutylimidazolium",tetrafluoroborate,0.373,373,5.92157842,CCCC[N+]1=CN(CCCC)C=C1,[B-](F)(F)(F)F,CCCC[N+]1=CN(CCCC)C=C1.[B-](F)(F)(F)F,298.1,101.325,C11H21BF4N2,11,21,2,0,0,0,4,0,0,0
"1,3-dibutylimidazolium bromide","1,3-dibutylimidazolium",bromide,0.613,613,6.418364936,CCCC[N+]1=CN(CCCC)C=C1,[Br-],CCCC[N+]1=CN(CCCC)C=C1.[Br-],298.1,101.325,C11H21BrN2,11,21,2,0,0,0,0,0,1,0
"1-methyl-3-(2,2,2-trifluoroethyl)imidazolium bis((trifluoromethyl)sulfonyl)imide","1-methyl-3-(2,2,2-trifluoroethyl)imidazolium",bis((trifluoromethyl)sulfonyl)imide,0.0551,55.1,4.009149716,FC(F)(F)CN1C=[N+](C)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,FC(F)(F)CN1C=[N+](C)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,308.1,101.325,C8H8F9N3O4S2,8,8,3,4,2,0,9,0,0,0
1-hexyl-3-methyl-1H-imidazolium bromide,1-hexyl-3-methyl-1H-imidazolium,bromide,4,4000,8.29404964,CCCCCCN1C=C[N+](=C1)C,[Br-],CCCCCCN1C=C[N+](=C1)C.[Br-],298.15,101.325,C10H19BrN2,10,19,2,0,0,0,0,0,1,0
1-ethyl-3-methylimidazolium acetate,1-ethyl-3-methylimidazolium,acetate,0.1339,133.9,4.897093253,CCN1C=C[N+](=C1)C,CC(=O)[O-],CCN1C=C[N+](=C1)C.CC(=O)[O-],298.15,101.325,C8H14N2O2,8,14,2,2,0,0,0,0,0,0
1-allyl-3-vinylimidazolium dicyanamide,1-allyl-3-vinylimidazolium,dicyanamide,0.0297,29.7,3.391147046,C=C[N+]1=CN(CC=C)C=C1,N#C[N-]C#N,C=C[N+]1=CN(CC=C)C=C1.N#C[N-]C#N,298,101.325,C10H11N5,10,11,5,0,0,0,0,0,0,0
"1-ethyl-3-methylimidazolium 1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonam",1-ethyl-3-methylimidazolium,"1,1,2,2,2-pentafluoro-N-[(pentafluoroethyl)sulfonyl]ethanesulfonam",0.0855,85.5,4.448516376,CCN1C=C[N+](=C1)C,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,CCN1C=C[N+](=C1)C.C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,293,101.325,C10H11F10N3O4S2,10,11,3,4,2,0,10,0,0,0
"1-ethyl-3-methyl-1H-imidazol-3-ium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",1-ethyl-3-methyl-1H-imidazol-3-ium,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",0.1097,109.7,4.697749367,CCN1C=C[N+](=C1)C,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCN1C=C[N+](=C1)C.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,303,101.325,C10H11F9N2O3S,10,11,2,3,1,0,9,0,0,0
1-ethyl-3-methylimidazolium methyl sulfate,1-ethyl-3-methylimidazolium,methyl sulfate,0.0814,81.4,4.399375273,CCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],298.15,101,C7H14N2O4S,7,14,2,4,1,0,0,0,0,0
1-butyl-3-methylimidazolium methyl sulfate,1-butyl-3-methylimidazolium,methyl sulfate,0.223,223,5.407171771,CCCCN1C=C[N+](=C1)C,COS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.COS(=O)(=O)[O-],298.15,101,C9H18N2O4S,9,18,2,4,1,0,0,0,0,0
1-methyl-3-(3-sulfopropyl)-imidazolium hydrogensulfate,1-methyl-3-(3-sulfopropyl)-imidazolium,hydrogensulfate,1.296,1296,7.167037877,O=S(CCCN1C=[N+](C)C=C1)(O)=O,OS(=O)(=O)[O-],O=S(CCCN1C=[N+](C)C=C1)(O)=O.OS(=O)(=O)[O-],293,101.325,C7H14N2O7S2,7,14,2,7,2,0,0,0,0,0
1-butyl-3-(3-sulfopropyl)-imidazolium hydrogensulfate,1-butyl-3-(3-sulfopropyl)-imidazolium,hydrogensulfate,1,1000,6.907755279,O=S(CCCN1C=[N+](CCCC)C=C1)(O)=O,OS(=O)(=O)[O-],O=S(CCCN1C=[N+](CCCC)C=C1)(O)=O.OS(=O)(=O)[O-],293,101.325,C10H20N2O7S2,10,20,2,7,2,0,0,0,0,0
1-methyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate,1-methyl-3-(4-sulfobutyl)-imidazolium,hydrogensulfate,1.427,1427,7.263329617,O=S(CCCCN1C=[N+](C)C=C1)(O)=O,OS(=O)(=O)[O-],O=S(CCCCN1C=[N+](C)C=C1)(O)=O.OS(=O)(=O)[O-],293,101.325,C8H16N2O7S2,8,16,2,7,2,0,0,0,0,0
1-butyl-3-(4-sulfobutyl)-imidazolium hydrogensulfate,1-butyl-3-(4-sulfobutyl)-imidazolium,hydrogensulfate,1.592,1592,7.372746366,O=S(CCCCN1C=[N+](CCCC)C=C1)(O)=O,OS(=O)(=O)[O-],O=S(CCCCN1C=[N+](CCCC)C=C1)(O)=O.OS(=O)(=O)[O-],293,101.325,C11H22N2O7S2,11,22,2,7,2,0,0,0,0,0
1-butyl-3-methylimidazolium nitrate,1-butyl-3-methylimidazolium,nitrate,0.0899,89.9,4.498697941,CCCCN1C=C[N+](=C1)C,[N+](=O)([O-])[O-],CCCCN1C=C[N+](=C1)C.[N+](=O)([O-])[O-],313,101.325,C8H15N3O3,8,15,3,3,0,0,0,0,0,0
1-butyl-3-methylimidazolium bromide,1-butyl-3-methylimidazolium,bromide,0.057,57,4.043051268,CCCCN1C=C[N+](=C1)C,[Br-],CCCCN1C=C[N+](=C1)C.[Br-],373,101.325,C8H15BrN2,8,15,2,0,0,0,0,0,1,0
"1-butyl-2,3-dimethylimidazolium bromide","1-butyl-2,3-dimethylimidazolium",bromide,0.163,163,5.093750201,C[N+]1=C(C)N(CCCC)C=C1,[Br-],C[N+]1=C(C)N(CCCC)C=C1.[Br-],373,101.325,C9H17BrN2,9,17,2,0,0,0,0,0,1,0
3-ethyl-1-methylimidazolium ((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,3-ethyl-1-methylimidazolium,((perfluorobutyl)sulfonyl)((trifluoromethyl)sulfonyl)amide,0.15,150,5.010635294,CCN1C=C[N+](=C1)C,O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,CCN1C=C[N+](=C1)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,293,101.325,C11H11F12N3O4S2,11,11,3,4,2,0,12,0,0,0
"1,3-dimethylimidazolium methylsulfate","1,3-dimethylimidazolium",methylsulfate,0.07216,72.16,4.278885876,C[N+]1=CN(C)C=C1,COS(=O)(=O)[O-],C[N+]1=CN(C)C=C1.COS(=O)(=O)[O-],298.15,101.325,C6H12N2O4S,6,12,2,4,1,0,0,0,0,0
"1,3-dimethylimidazolium methylsulfate","1,3-dimethylimidazolium",methylsulfate,0.05442,54.42,3.996731733,C[N+]1=CN(C)C=C1,COS(=O)(=O)[O-],C[N+]1=CN(C)C=C1.COS(=O)(=O)[O-],308.15,101.325,C6H12N2O4S,6,12,2,4,1,0,0,0,0,0
"1,3-dimethylimidazolium methylsulfate","1,3-dimethylimidazolium",methylsulfate,0.03175,31.75,3.457892725,C[N+]1=CN(C)C=C1,COS(=O)(=O)[O-],C[N+]1=CN(C)C=C1.COS(=O)(=O)[O-],318.15,101.325,C6H12N2O4S,6,12,2,4,1,0,0,0,0,0
"1,3-dimethylimidazolium methylsulfate","1,3-dimethylimidazolium",methylsulfate,0.02275,22.75,3.124565145,C[N+]1=CN(C)C=C1,COS(=O)(=O)[O-],C[N+]1=CN(C)C=C1.COS(=O)(=O)[O-],328.15,101.325,C6H12N2O4S,6,12,2,4,1,0,0,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.509,509,6.232448017,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,100000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.99,990,6.897704943,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,150000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,3.634,3634,8.198089249,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,250000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,13.8,13800,9.532423871,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,350000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,55,55000,10.91508846,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,450000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,229,229000,12.34147728,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,550000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,1040,1040000,13.85473127,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,291.65,650000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.068,68,4.219507705,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,25000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.092,92,4.521788577,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,50000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.159,159,5.068904202,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,100000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.266,266,5.583496309,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,150000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.75,750,6.620073207,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,250000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,2.074,2074,7.637234389,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,350000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,5.7,5700,8.648221454,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,450000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,16,16000,9.680344001,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,550000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,49,49000,10.79957558,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,650000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,154,154000,11.94470788,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,750000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,530,530000,13.18063229,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,313.15,850000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.0176,17.6,2.867898902,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,25000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.0221,22.1,3.095577609,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,50000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.0336,33.6,3.514526067,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,100000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.0493,49.3,3.897924081,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,150000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.101,101,4.615120517,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,250000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.207,207,5.332718793,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,350000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.43,430,6.063785209,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,450000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide","1-butyl-2,3-dimethyl-1H-imidazolium",bis(trifluoromethylsulfonyl)amide,0.86,860,6.756932389,C[N+]1=C(C)N(CCCC)C=C1,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=C(C)N(CCCC)C=C1.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,353.15,550000,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0
