IL_SMILES,NAME,ARTICLEID,IL-Tm (deg-C),IL-Tm (K),MolecularFormula,C,H,N,O,S,P,F,Cl,Br,I,Si
CCC[NH+](CCC)CCC.F[B-](F)(F)F,tripropylammonium tetrafluoroborate,A131877,25,298.15,C9H22BF4N,9,22,1,0,0,0,4,0,0,0,0
CCCC[NH+](CCCC)CCCC.O=S(=O)([O-])C(F)(F)F,tributylammonium triflate,A131878,128,401.15,C13H28F3NO3S,13,28,1,3,1,0,3,0,0,0,0
CCCC[NH+](CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylammonium bis(trifluoromethane sulfonyl) amide,A131878,40,313.15,C14H28F6N2O4S2,14,28,2,4,2,0,6,0,0,0,0
OCC[NH+](CCO)CCO.[F-],TEOAF,A130563,67,340.15,C6H16FNO3,6,16,1,3,0,0,1,0,0,0,0
O=C([O-])CC(=O)O.OCC[NH+](CCO)CCO,TEOAHMA,A132060,85,358.15,C9H19NO7,9,19,1,7,0,0,0,0,0,0,0
O=S(=O)([O-])O.OCC[NH+](CCO)CCO,TEOAHSO4,A130563,53,326.15,C6H17NO7S,6,17,1,7,1,0,0,0,0,0,0
OCC[NH+](CCO)CCO.[Br-],TEOABr,A132063,180,453.15,C6H16BrNO3,6,16,1,3,0,0,0,0,1,0,0
OCC[NH+](CCO)CCO.[I-],TEOAI,A132063,125,398.15,C6H16INO3,6,16,1,3,0,0,0,0,0,1,0
Cn1cc[nH+]c1.[Cl-],C0582_A0033,A132065,72,345.15,C4H7ClN2,4,7,2,0,0,0,0,1,0,0,0
Cn1cc[nH+]c1.[Br-],C0582_A0004,A132065,41,314.15,C4H7BrN2,4,7,2,0,0,0,0,0,1,0,0
Cn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],C0582_A0051,A132065,157,430.15,C4H7ClN2O4,4,7,2,4,0,0,0,1,0,0,0
Cn1cc[nH+]c1.F[B-](F)(F)F,C0582_A0020,A132065,37,310.15,C4H7BF4N2,4,7,2,0,0,0,4,0,0,0,0
Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0582_A0048,A132065,9,282.15,C6H7F6N3O4S2,6,7,3,4,2,0,6,0,0,0,0
Cn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0582_A0067,A132065,11,284.15,C8H7F10N3O4S2,8,7,3,4,2,0,10,0,0,0,0
Cn1cc[nH+]c1.O=[N+]([O-])[O-],C0582_A0090,A132065,70,343.15,C4H7N3O3,4,7,3,3,0,0,0,0,0,0,0
Cn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,C0582_A0084,A132065,84,357.15,C5H7F3N2O3S,5,7,2,3,1,0,3,0,0,0,0
Cn1cc[nH+]c1.F[P-](F)(F)(F)(F)F,C0582_A0011,A132065,116,389.15,C4H7F6N2P,4,7,2,0,0,1,6,0,0,0,0
Cn1cc[nH+]c1.O=C([O-])C(F)(F)F,C0582_A0064,A132065,51,324.15,C6H7F3N2O2,6,7,2,2,0,0,3,0,0,0,0
CC(=O)[O-].Cn1cc[nH+]c1,C0582_A0087,A132065,-23,250.15,C6H10N2O2,6,10,2,2,0,0,0,0,0,0,0
CCn1cc[nH+]c1.[Cl-],C0481_A0033,A132065,58,331.15,C5H9ClN2,5,9,2,0,0,0,0,1,0,0,0
CCn1cc[nH+]c1.[Br-],C0481_A0004,A132065,60,333.15,C5H9BrN2,5,9,2,0,0,0,0,0,1,0,0
CCn1cc[nH+]c1.[O-][Cl+3]([O-])([O-])[O-],C0481_A0051,A132065,21,294.15,C5H9ClN2O4,5,9,2,4,0,0,0,1,0,0,0
CCn1cc[nH+]c1.O=[N+]([O-])[O-],C0481_A0090,A132065,31,304.15,C5H9N3O3,5,9,3,3,0,0,0,0,0,0,0
CCn1cc[nH+]c1.O=S(=O)([O-])C(F)(F)F,C0481_A0084,A132065,8,281.15,C6H9F3N2O3S,6,9,2,3,1,0,3,0,0,0,0
Cn1cc[n+](C)c1.[Cl-],C0958_A0033,A132065,125,398.15,C5H9ClN2,5,9,2,0,0,0,0,1,0,0,0
Cn1cc[n+](C)c1.F[B-](F)(F)F,C0958_A0020,A132065,103,376.15,C5H9BF4N2,5,9,2,0,0,0,4,0,0,0,0
Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0958_A0048,A132065,22,295.15,C7H9F6N3O4S2,7,9,3,4,2,0,6,0,0,0,0
Cn1cc[n+](C)c1.O=C([O-])C(F)(F)F,C0958_A0064,A132065,52,325.15,C7H9F3N2O2,7,9,2,2,0,0,3,0,0,0,0
Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)F,C0958_A0008,A132065,15,288.15,C6H9BF6N2,6,9,2,0,0,0,6,0,0,0,0
Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0958_A0043,A132065,27,300.15,C7H9BF8N2,7,9,2,0,0,0,8,0,0,0,0
Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0958_A0009,A132065,11,284.15,C8H9BF10N2,8,9,2,0,0,0,10,0,0,0,0
Cn1cc[n+](C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0958_A0021,A132065,16,289.15,C9H9BF12N2,9,9,2,0,0,0,12,0,0,0,0
Cc1[nH+]ccn1C.[Cl-],C1130_A0033,A132065,181,454.15,C5H9ClN2,5,9,2,0,0,0,0,1,0,0,0
Cc1[nH+]ccn1C.[Br-],C1130_A0004,A132065,176,449.15,C5H9BrN2,5,9,2,0,0,0,0,0,1,0,0
Cc1[nH+]ccn1C.[O-][Cl+3]([O-])([O-])[O-],C1130_A0051,A132065,64,337.15,C5H9ClN2O4,5,9,2,4,0,0,0,1,0,0,0
Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1130_A0048,A132065,22,295.15,C7H9F6N3O4S2,7,9,3,4,2,0,6,0,0,0,0
Cc1[nH+]ccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C1130_A0067,A132065,15,288.15,C9H9F10N3O4S2,9,9,3,4,2,0,10,0,0,0,0
Cc1[nH+]ccn1C.O=[N+]([O-])[O-],C1130_A0090,A132065,84,357.15,C5H9N3O3,5,9,3,3,0,0,0,0,0,0,0
Cc1[nH+]ccn1C.O=S(=O)([O-])C(F)(F)F,C1130_A0084,A132065,119,392.15,C6H9F3N2O3S,6,9,2,3,1,0,3,0,0,0,0
Cc1[nH+]ccn1C.F[P-](F)(F)(F)(F)F,C1130_A0011,A132065,115,388.15,C5H9F6N2P,5,9,2,0,0,1,6,0,0,0,0
CC[n+]1ccn(C)c1.[Cl-],C0460_A0033,A132065,80,353.15,C6H11ClN2,6,11,2,0,0,0,0,1,0,0,0
CC[n+]1ccn(C)c1.[I-],C0460_A0069,A132065,79,352.15,C6H11IN2,6,11,2,0,0,0,0,0,0,1,0
CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,C0460_A0008,A132065,-20,253.15,C7H11BF6N2,7,11,2,0,0,0,6,0,0,0,0
CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0460_A0043,A132065,1,274.15,C8H11BF8N2,8,11,2,0,0,0,8,0,0,0,0
CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0460_A0009,A132065,8,281.15,C9H11BF10N2,9,11,2,0,0,0,10,0,0,0,0
CC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0460_A0021,A132065,-4,269.15,C10H11BF12N2,10,11,2,0,0,0,12,0,0,0,0
CCC[B-](F)(F)F.CC[n+]1ccn(C)c1,C0460_A0002,A132065,-14,259.15,C9H18BF3N2,9,18,2,0,0,0,3,0,0,0,0
CCCC[B-](F)(F)F.CC[n+]1ccn(C)c1,C0460_A0041,A132065,-9,264.15,C10H20BF3N2,10,20,2,0,0,0,3,0,0,0,0
CCCCC[B-](F)(F)F.CC[n+]1ccn(C)c1,C0460_A0025,A132065,16,289.15,C11H22BF3N2,11,22,2,0,0,0,3,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0460_A0048,A132065,-16,257.15,C8H11F6N3O4S2,8,11,3,4,2,0,6,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0460_A0067,A132065,-1,272.15,C10H11F10N3O4S2,10,11,3,4,2,0,10,0,0,0,0
CC[n+]1ccn(C)c1.N#C[N-]C#N,C0460_A0056,A132065,-21,252.15,C8H11N5,8,11,5,0,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0460_A0034,A132065,3,276.15,C9H11F6N3O3S,9,11,3,3,1,0,6,0,0,0,0
CC[n+]1ccn(C)c1.O=N[O-],C0460_A0062,A132065,55,328.15,C6H11N3O2,6,11,3,2,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=[N+]([O-])[O-],C0460_A0090,A132065,38,311.15,C6H11N3O3,6,11,3,3,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,C0460_A0027,A132065,-13,260.15,C6H11F2N3O4S2,6,11,3,4,2,0,2,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0460_A0079,A132065,28,301.15,C10H11F9N2O3S,10,11,2,3,1,0,9,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C0460_A0078,A132065,-16,257.15,C11H14F8N2O4S,11,14,2,4,1,0,8,0,0,0,0
CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],C0460_A0044,A132065,5,278.15,C7H14N2O4S,7,14,2,4,1,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([O-])OC(F)(F)C(F)(F)F,C0460_A0065,A132065,-65,208.15,C8H11F5N2O4S,8,11,2,4,1,0,5,0,0,0,0
CC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0460_A0071,A132065,-37,236.15,C12H11F18N2P,12,11,2,0,0,1,18,0,0,0,0
CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,C0460_A0064,A132065,-14,259.15,C8H11F3N2O2,8,11,2,2,0,0,3,0,0,0,0
CC(=O)[O-].CC[n+]1ccn(C)c1,C0460_A0087,A132065,-45,228.15,C8H14N2O2,8,14,2,2,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=C([O-])c1ccccc1C(=O)O,C0460_A0088,A132065,-47,226.15,C14H16N2O4,14,16,2,4,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,C0460_A0003,A132065,39,312.15,C10H11F9N2O6S3,10,11,2,6,3,0,9,0,0,0,0
CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,C0460_A0055,A132065,-10,263.15,C10H11N5,10,11,5,0,0,0,0,0,0,0,0
CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,C0460_A0085,A132065,9,282.15,C6H11AlCl4N2,6,11,2,0,0,0,0,4,0,0,0
CC[n+]1ccn(C)c1.N#C[S-],C0460_A0015,A132065,-6,267.15,C7H11N3S,7,11,3,0,1,0,0,0,0,0,0
CCn1cc[nH+]c1C.[Cl-],C0553_A0033,A132065,178,451.15,C6H11ClN2,6,11,2,0,0,0,0,1,0,0,0
CCn1cc[nH+]c1C.[Br-],C0553_A0004,A132065,144,417.15,C6H11BrN2,6,11,2,0,0,0,0,0,1,0,0
CCn1cc[nH+]c1C.[O-][Cl+3]([O-])([O-])[O-],C0553_A0051,A132065,7,280.15,C6H11ClN2O4,6,11,2,4,0,0,0,1,0,0,0
CCn1cc[nH+]c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0553_A0067,A132065,-19,254.15,C10H11F10N3O4S2,10,11,3,4,2,0,10,0,0,0,0
CCn1cc[nH+]c1C.O=[N+]([O-])[O-],C0553_A0090,A132065,75,348.15,C6H11N3O3,6,11,3,3,0,0,0,0,0,0,0
CCn1cc[nH+]c1C.O=S(=O)([O-])C(F)(F)F,C0553_A0084,A132065,33,306.15,C7H11F3N2O3S,7,11,2,3,1,0,3,0,0,0,0
Cn1cc[n+](CC(F)(F)F)c1.O=S(=O)([O-])C(F)(F)F,C1125_A0084,A132065,45,318.15,C7H8F6N2O3S,7,8,2,3,1,0,6,0,0,0,0
CCn1cc[n+](CC)c1.O=S(=O)([O-])C(F)(F)F,C0064_A0084,A132065,23,296.15,C8H13F3N2O3S,8,13,2,3,1,0,3,0,0,0,0
CCC[n+]1ccn(C)c1.[Cl-],C0811_A0033,A132065,60,333.15,C7H13ClN2,7,13,2,0,0,0,0,1,0,0,0
CCC[n+]1ccn(C)c1.F[B-](F)(F)F,C0811_A0020,A132065,-17,256.15,C7H13BF4N2,7,13,2,0,0,0,4,0,0,0,0
CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,C0811_A0008,A132065,-21,252.15,C8H13BF6N2,8,13,2,0,0,0,6,0,0,0,0
CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0811_A0043,A132065,-42,231.15,C9H13BF8N2,9,13,2,0,0,0,8,0,0,0,0
CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0811_A0009,A132065,-5,268.15,C10H13BF10N2,10,13,2,0,0,0,10,0,0,0,0
CCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0811_A0021,A132065,-12,261.15,C11H13BF12N2,11,13,2,0,0,0,12,0,0,0,0
CCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0811_A0079,A132065,34,307.15,C11H13F9N2O3S,11,13,2,3,1,0,9,0,0,0,0
CCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0811_A0011,A132065,40,313.15,C7H13F6N2P,7,13,2,0,0,1,6,0,0,0,0
CC(C)[n+]1ccn(C)c1.[I-],C0854_A0069,A132065,114,387.15,C7H13IN2,7,13,2,0,0,0,0,0,0,1,0
CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0854_A0048,A132065,16,289.15,C9H13F6N3O4S2,9,13,3,4,2,0,6,0,0,0,0
CC(C)[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0854_A0028,A132065,29,302.15,C15H13F18N3O4S2,15,13,3,4,2,0,18,0,0,0,0
CC(C)[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0854_A0011,A132065,102,375.15,C7H13F6N2P,7,13,2,0,0,1,6,0,0,0,0
COCC[n+]1ccn(C)c1.[Cl-],C0291_A0033,A132065,67,340.15,C7H13ClN2O,7,13,2,1,0,0,0,1,0,0,0
COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)F,C0291_A0008,A132065,2,275.15,C8H13BF6N2O,8,13,2,1,0,0,6,0,0,0,0
COCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0291_A0043,A132065,-9,264.15,C9H13BF8N2O,9,13,2,1,0,0,8,0,0,0,0
COCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C0291_A0084,A132065,27,300.15,C8H13F3N2O4S,8,13,2,4,1,0,3,0,0,0,0
COCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0291_A0011,A132065,26,299.15,C7H13F6N2OP,7,13,2,1,0,1,6,0,0,0,0
CCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0505_A0006,A132065,104,377.15,C40H27BF24N2,40,27,2,0,0,0,24,0,0,0,0
CCCC[n+]1ccn(C)c1.C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1,C0505_A0013,A132065,104,377.15,C52H71BF12N2Si4,52,71,2,0,0,0,12,0,0,0,4
CCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([B-](c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,C0505_A0075,A132065,90,363.15,C56H31BF52N2,56,31,2,0,0,0,52,0,0,0,0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0505_A0043,A132065,-42,231.15,C10H15BF8N2,10,15,2,0,0,0,8,0,0,0,0
CC(CC#N)[B-](F)(F)F.CCCC[n+]1ccn(C)c1,C0505_A0029,A132065,-85,188.15,C12H21BF3N3,12,21,3,0,0,0,3,0,0,0,0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0505_A0048,A132065,-9,264.15,C10H15F6N3O4S2,10,15,3,4,2,0,6,0,0,0,0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,C0505_A0056,A132065,-6,267.15,C10H15N5,10,15,5,0,0,0,0,0,0,0,0
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C0505_A0084,A132065,16,289.15,C9H15F3N2O3S,9,15,2,3,1,0,3,0,0,0,0
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0505_A0079,A132065,20,293.15,C12H15F9N2O3S,12,15,2,3,1,0,9,0,0,0,0
CCCCCOS(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,C0505_A0077,A132065,-17,256.15,C13H26N2O4S,13,26,2,4,1,0,0,0,0,0,0
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F,C0505_A0086,A132065,-15,258.15,C13H21F5N2O4S,13,21,2,4,1,0,5,0,0,0,0
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F,C0505_A0078,A132065,-61,212.15,C13H18F8N2O4S,13,18,2,4,1,0,8,0,0,0,0
CCCC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,C0505_A0064,A132065,-40,233.15,C10H15F3N2O2,10,15,2,2,0,0,3,0,0,0,0
CC(=O)[O-].CCCC[n+]1ccn(C)c1,C0505_A0087,A132065,-20,253.15,C10H18N2O2,10,18,2,2,0,0,0,0,0,0,0
CCCC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,C0505_A0085,A132065,-10,263.15,C8H15AlCl4N2,8,15,2,0,0,0,0,4,0,0,0
CCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0782_A0006,A132065,82,355.15,C41H29BF24N2,41,29,2,0,0,0,24,0,0,0,0
CCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0782_A0048,A132065,-9,264.15,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0,0
CCCCC[n+]1ccn(C)c1.O=C1[N-]S(=O)(=O)c2ccccc21,C0782_A0007,A132065,64,337.15,C16H21N3O3S,16,21,3,3,1,0,0,0,0,0,0
CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0835_A0048,A132065,-8,265.15,C11H17F6N3O4S2,11,17,3,4,2,0,6,0,0,0,0
CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)F,C0835_A0084,A132065,2,275.15,C10H17F3N2O3S,10,17,2,3,1,0,3,0,0,0,0
CCCC[n+]1ccn(CC)c1.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C0835_A0079,A132065,21,294.15,C13H17F9N2O3S,13,17,2,3,1,0,9,0,0,0,0
CCCC[n+]1ccn(CC)c1.O=C([O-])C(F)(F)F,C0835_A0064,A132065,-40,233.15,C11H17F3N2O2,11,17,2,2,0,0,3,0,0,0,0
CCCCCC[n+]1ccn(C)c1.[Cl-],C0190_A0033,A132065,-75,198.15,C10H19ClN2,10,19,2,0,0,0,0,1,0,0,0
CCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0190_A0006,A132065,82,355.15,C42H31BF24N2,42,31,2,0,0,0,24,0,0,0,0
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)C(F)(F)C(F)(F)F,C0190_A0043,A132065,-10,263.15,C12H19BF8N2,12,19,2,0,0,0,8,0,0,0,0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0190_A0048,A132065,-7,266.15,C12H19F6N3O4S2,12,19,3,4,2,0,6,0,0,0,0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,C0190_A0084,A132065,29,302.15,C11H19F3N2O3S,11,19,2,3,1,0,3,0,0,0,0
CCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C0190_A0071,A132065,-50,223.15,C16H19F18N2P,16,19,2,0,0,1,18,0,0,0,0
Cn1cc[n+](CC(=O)c2ccccc2)c1.[Br-],C0698_A0004,A132065,49,322.15,C12H13BrN2O,12,13,2,1,0,0,0,0,1,0,0
CCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0293_A0006,A132065,69,342.15,C43H33BF24N2,43,33,2,0,0,0,24,0,0,0,0
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0293_A0048,A132065,7,280.15,C13H21F6N3O4S2,13,21,3,4,2,0,6,0,0,0,0
CCCCn1cc[n+](CCCC)c1.[Cl-],C1006_A0033,A132065,55,328.15,C11H21ClN2,11,21,2,0,0,0,0,1,0,0,0
Cn1cc[n+](Cc2ccccc2)c1.[Br-],C0810_A0004,A132065,126,399.15,C11H13BrN2,11,13,2,0,0,0,0,0,1,0,0
Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([O-])C(F)(F)F,C0810_A0084,A132065,27,300.15,C12H13F3N2O3S,12,13,2,3,1,0,3,0,0,0,0
Cn1cc[n+](Cc2ccccc2)c1.F[P-](F)(F)(F)(F)F,C0810_A0011,A132065,130,403.15,C11H13F6N2P,11,13,2,0,0,1,6,0,0,0,0
COc1ccc(-[n+]2ccn(C)c2)cc1.O=S(=O)([O-])C(F)(F)F,C0497_A0084,A132065,45,318.15,C12H13F3N2O4S,12,13,2,4,1,0,3,0,0,0,0
CCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0290_A0006,A132065,75,348.15,C44H35BF24N2,44,35,2,0,0,0,24,0,0,0,0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0290_A0011,A132065,-40,233.15,C12H23F6N2P,12,23,2,0,0,1,6,0,0,0,0
Cn1cc[n+](CCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C0577_A0048,A132065,37,310.15,C14H15F6N3O4S2,14,15,3,4,2,0,6,0,0,0,0
Cn1cc[n+](CCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,C0577_A0011,A132065,103,376.15,C12H15F6N2P,12,15,2,0,0,1,6,0,0,0,0
CCCCCCCOC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0895_A0011,A132065,38,311.15,C12H23F6N2OP,12,23,2,1,0,1,6,0,0,0,0
CCCCOC[n+]1ccn(COCCC)c1.F[P-](F)(F)(F)(F)F,C0496_A0011,A132065,48,321.15,C12H23F6N2O2P,12,23,2,2,0,1,6,0,0,0,0
CCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,C0509_A0011,A132065,14,287.15,C13H25F6N2P,13,25,2,0,0,1,6,0,0,0,0
CCCCCCCC[n+]1ccn(CC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,C0242_A0030,A132065,70,343.15,C20H32N2O3S,20,32,2,3,1,0,0,0,0,0,0
Cn1cc[n+](CCCc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,C1108_A0048,A132065,48,321.15,C15H17F6N3O4S2,15,17,3,4,2,0,6,0,0,0,0
Cn1cc[n+](CCCc2ccccc2)c1.F[P-](F)(F)(F)(F)F,C1108_A0011,A132065,52,325.15,C13H17F6N2P,13,17,2,0,0,1,6,0,0,0,0
CCCCOCn1cc[n+](COCCCC)c1.F[P-](F)(F)(F)(F)F,C0038_A0011,A132065,57,330.15,C13H25F6N2O2P,13,25,2,2,0,1,6,0,0,0,0
CCCCCCCC[n+]1ccn(CCC)c1.F[P-](F)(F)(F)(F)F,C0280_A0011,A132065,-30,243.15,C14H27F6N2P,14,27,2,0,0,1,6,0,0,0,0
CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],C0515_A0033,A132065,38,311.15,C14H27ClN2,14,27,2,0,0,0,0,1,0,0,0
CCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,C0515_A0006,A132065,85,358.15,C46H39BF24N2,46,39,2,0,0,0,24,0,0,0,0
